drive_name,size,disk_mark,type
SAMSUNG MZ7WD240HCFV-00003,223.6 GB,2971,SSD
SAMSUNG MZ7WD240HCFV-000H2,223.6 GB,4120,SSD
SAMSUNG MZ7WD480,447.1 GB,3753,SSD
SAMSUNG MZ7WD480HAGM-000,447.1 GB,2969,SSD
SAMSUNG MZ7WD480HAGM-00003,447.1 GB,4030,SSD
SAMSUNG MZ7WD480HAGM-000D3,447.1 GB,3953,SSD
SAMSUNG MZ7WD480HCGM-00003,447.1 GB,3806,SSD
SAMSUNG MZ7WD480HCGM-000H2,447.1 GB,4287,SSD
SAMSUNG MZ7WD960HMHP-00003,894.3 GB,4629,SSD
SAMSUNG MZ8PA256HMDR-010,238.5 GB,1723,SSD
SAMSUNG MZ9LQ128HBHQ-00000,119.2 GB,10138,HDD
SAMSUNG MZ9LQ1T0HALB-00000,953.9 GB,13643,SSD
SAMSUNG MZ9LQ1T0HBLB-00B,953.9 GB,13924,SSD
SAMSUNG MZ9LQ256HBJD-00B,238.5 GB,10171,SSD
SAMSUNG MZ9LQ256HBJD-00BVL,238.5 GB,11023,SSD
SAMSUNG MZ9LQ256HBJQ-00000,238.5 GB,12414,HDD
SAMSUNG MZ9LQ512HALU-00000,476.9 GB,13980,HDD
SAMSUNG MZ9LQ512HBLU-00B,476.9 GB,13533,SSD
SAMSUNG MZ9LQ512HBLU-00B00,476.9 GB,10257,SSD
SAMSUNG MZAL41T0HBLB-00BL2,953.9 GB,24183,SSD
SAMSUNG MZAL4256HBJD-00BL1,238.5 GB,15932,SSD
SAMSUNG MZAL4256HBJD-00BL2,238.5 GB,14682,SSD
SAMSUNG MZAL4512HBLU-00BL1,476.9 GB,20791,SSD
SAMSUNG MZAL4512HBLU-00BL2,476.9 GB,21301,SSD
SAMSUNG MZAL4512HBLU-00BLL,476.9 GB,23502,SSD
SAMSUNG MZAL81T0HDLB-00BL2,953.9 GB,31692,SSD
SAMSUNG MZAL81T0HDLB-00BLL,953.9 GB,29351,SSD
SAMSUNG MZAL8256HDJD-00BL2,238.5 GB,19396,SSD
SAMSUNG MZAL8256HDJD-00BLL,238.5 GB,26506,SSD
SAMSUNG MZAL8512HDLU-00BL2,476.9 GB,27443,SSD
SAMSUNG MZAL8512HDLU-00BLL,476.9 GB,33425,SSD
SAMSUNG MZALQ128HBHQ-000L1,119.2 GB,9484,SSD
SAMSUNG MZALQ128HBHQ-000L2,119.2 GB,7392,SSD
SAMSUNG MZALQ128HCHQ-00BL1,119.2 GB,13259,SSD
SAMSUNG MZALQ128HCHQ-00BL2,119.2 GB,12797,SSD
SAMSUNG MZALQ1T0HALB-000L2,953.9 GB,14051,SSD
SAMSUNG MZALQ256HAJD-000L1,238.5 GB,8534,SSD
SAMSUNG MZALQ256HAJD-000L2,238.5 GB,7793,SSD
SAMSUNG MZALQ256HBJD-00BL1,238.5 GB,12780,SSD
SAMSUNG MZALQ256HBJD-00BL2,238.5 GB,12054,HDD
SAMSUNG MZALQ512HALU-000L1,476.9 GB,11213,SSD
SAMSUNG MZALQ512HALU-000L2,476.9 GB,11409,SSD
SAMSUNG MZALQ512HBLU-00BL1,476.9 GB,16811,SSD
SAMSUNG MZALQ512HBLU-00BL2,476.9 GB,15759,HDD
SAMSUNG MZFLV128HCGR-000MV,119.2 GB,3678,SSD
SAMSUNG MZFLV256HCHP-000MV,238.5 GB,6723,SSD
SAMSUNG MZFLW128HEGR-000MV,119.2 GB,6490,SSD
Samsung MZFLW1T0 1TB NVMe,953.9 GB,10379,SSD
SAMSUNG MZFLW512HMJP 512GB,476.9 GB,8137,SSD
SAMSUNG MZHPU128HCGM-00004,119.2 GB,6085,SSD
SAMSUNG MZHPU128HCGM-000H1,119.2 GB,5169,SSD
SAMSUNG MZMLN128HCGR-000,119.2 GB,2843,SSD
SAMSUNG MZMLN256HCHP-000,238.5 GB,3312,SSD
SAMSUNG MZMPA032HMCD-000L1,29.8 GB,1247,SSD
SAMSUNG MZMPA128,119.2 GB,1365,SSD
SAMSUNG MZMPC032HBCD-000,29.8 GB,1632,SSD
SAMSUNG MZMPC032HBCD-000,961.3 GB,758,SSD
SAMSUNG MZMPC032HBCD-00000,29.8 GB,1750,SSD
SAMSUNG MZMPC032HBCD-000H1,29.8 GB,1546,SSD
SAMSUNG MZMPC064HBDR-000,59.6 GB,2467,SSD
SAMSUNG MZMPC128HBFU-000MV,119.2 GB,3315,SSD
SAMSUNG MZMPC256,238.5 GB,2699,SSD
SAMSUNG MZMPC256HAFU-000,238.5 GB,3906,SSD
SAMSUNG MZMPC256HAFU-000L9,238.5 GB,3499,SSD
SAMSUNG MZMPC256HBGJ-000H1,238.5 GB,2865,SSD
SAMSUNG MZMPD256HAGM-000H1,238.5 GB,3244,SSD
SAMSUNG MZMTD128HAFV-000,119.2 GB,2315,SSD
SAMSUNG MZMTD128HAFV-00000,119.2 GB,2136,SSD
SAMSUNG MZMTD128HAFV-00004,119.2 GB,2189,SSD
SAMSUNG MZMTD128HAFV-000H1,119.2 GB,2204,SSD
SAMSUNG MZMTD128HAFV-000L1,119.2 GB,2167,SSD
SAMSUNG MZMTD128HAFV-000MV,119.2 GB,2406,SSD
SAMSUNG MZMTD256HAGM-000,238.5 GB,2499,SSD
SAMSUNG MZMTD256HAGM-00000,238.5 GB,2452,SSD
SAMSUNG MZMTD256HAGM-00004,238.5 GB,2316,SSD
SAMSUNG MZMTD256HAGM-00007,238.5 GB,2362,SSD
SAMSUNG MZMTD256HAGM-000L1,238.5 GB,2673,SSD
SAMSUNG MZMTD256HAGM-000MV,238.5 GB,2605,SSD
SAMSUNG MZMTD512HAGL-000,476.9 GB,2606,SSD
SAMSUNG MZMTD512HAGL-00000,476.9 GB,2758,SSD
SAMSUNG MZMTD512HAGL-000L1,476.9 GB,2795,SSD
SAMSUNG MZMTD512HAGL-000MV,476.9 GB,3041,SSD
SAMSUNG MZMTE128HMGR-000,119.2 GB,2206,SSD
SAMSUNG MZMTE128HMGR-00000,119.2 GB,2352,SSD
SAMSUNG MZMTE128HMGR-00005,119.2 GB,2333,SSD
SAMSUNG MZMTE128HMGR-000H1,119.2 GB,2255,SSD
SAMSUNG MZMTE128HMGR-000L1,119.2 GB,2045,SSD
SAMSUNG MZMTE128HMGR-000MV,119.2 GB,2383,SSD
SAMSUNG MZMTE256HMHP-000,238.5 GB,2719,SSD
SAMSUNG MZMTE256HMHP-00000,238.5 GB,3197,SSD
SAMSUNG MZMTE256HMHP-00005,238.5 GB,3021,SSD
SAMSUNG MZMTE256HMHP-000L1,238.5 GB,2600,SSD
SAMSUNG MZMTE256HMHP-000MV,238.5 GB,2979,SSD
SAMSUNG MZMTE512HMHP-00000,476.9 GB,3081,SSD
SAMSUNG MZMTE512HMHP-000L1,476.9 GB,2890,SSD
SAMSUNG MZMTE512HMHP-000MV,476.9 GB,3121,SSD
SAMSUNG MZNLF128HCHP-00000,119.2 GB,2296,SSD
SAMSUNG MZNLF128HCHP-00004,119.2 GB,2321,SSD
SAMSUNG MZNLF128HCHP-000AU,119.2 GB,2357,SSD
SAMSUNG MZNLF128HCHP-000H1,119.2 GB,2397,SSD
SAMSUNG MZNLF128HCHP-000L1,119.2 GB,2172,SSD
SAMSUNG MZNLF192HCGS-000L1,178.9 GB,2524,SSD
SAMSUNG MZNLN128HAHQ-000,119.2 GB,3208,SSD
SAMSUNG MZNLN128HAHQ-00000,119.2 GB,3025,SSD
SAMSUNG MZNLN128HAHQ-00007,119.2 GB,3109,SSD
SAMSUNG MZNLN128HAHQ-000H1,119.2 GB,3033,SSD
SAMSUNG MZNLN128HAHQ-000L1,119.2 GB,3058,SSD
SAMSUNG MZNLN128HAHQ-000L2,119.2 GB,2977,SSD
SAMSUNG MZNLN128HCGR-000,119.2 GB,3185,SSD
SAMSUNG MZNLN128HCGR-00000,119.2 GB,2987,SSD
SAMSUNG MZNLN128HCGR-00007,119.2 GB,2871,SSD
SAMSUNG MZNLN128HCGR-000H1,119.2 GB,2849,SSD
SAMSUNG MZNLN128HCGR-000L1,119.2 GB,2851,SSD
SAMSUNG MZNLN128HCGR-000L2,119.2 GB,2947,SSD
SAMSUNG MZNLN1T0HMLH-000,953.9 GB,5051,SSD
SAMSUNG MZNLN256HAJQ-000,238.5 GB,3922,SSD
SAMSUNG MZNLN256HAJQ-00000,238.5 GB,3669,SSD
SAMSUNG MZNLN256HAJQ-00007,238.5 GB,3867,SSD
SAMSUNG MZNLN256HAJQ-000H1,238.5 GB,3755,SSD
SAMSUNG MZNLN256HAJQ-000H7,238.5 GB,3806,SSD
SAMSUNG MZNLN256HAJQ-000L2,238.5 GB,3740,SSD
SAMSUNG MZNLN256HAJQ-000L7,238.5 GB,3762,SSD
SAMSUNG MZNLN256HCHP-000,238.5 GB,3516,SSD
SAMSUNG MZNLN256HCHP-00000,238.5 GB,3645,SSD
SAMSUNG MZNLN256HCHP-000H1,238.5 GB,3675,SSD
SAMSUNG MZNLN256HCHP-000HW,238.5 GB,3519,SSD
SAMSUNG MZNLN256HCHP-000L2,238.5 GB,3624,SSD
SAMSUNG MZNLN256HCHP-000L7,238.5 GB,3634,SSD
SAMSUNG MZNLN256HMHQ-000,238.5 GB,4055,SSD
SAMSUNG MZNLN256HMHQ-00000,238.5 GB,3859,SSD
SAMSUNG MZNLN256HMHQ-00007,238.5 GB,4075,SSD
SAMSUNG MZNLN256HMHQ-000B1,238.5 GB,4493,SSD
SAMSUNG MZNLN256HMHQ-000H1,238.5 GB,3865,SSD
SAMSUNG MZNLN256HMHQ-000H7,238.5 GB,4020,SSD
SAMSUNG MZNLN512HAJQ-00000,476.9 GB,4241,SSD
SAMSUNG MZNLN512HAJQ-00007,476.9 GB,4332,SSD
SAMSUNG MZNLN512HAJQ-000H1,476.9 GB,5242,SSD
SAMSUNG MZNLN512HAJQ-000L7,476.9 GB,4514,SSD
SAMSUNG MZNLN512HMJP 512GB,476.9 GB,4456,SSD
SAMSUNG MZNTD128HAGM-000,119.2 GB,2291,SSD
SAMSUNG MZNTD128HAGM-00000,119.2 GB,2385,SSD
SAMSUNG MZNTD128HAGM-000KN,238.5 GB,3702,SSD
SAMSUNG MZNTD128HAGM-000L1,119.2 GB,2529,SSD
SAMSUNG MZNTD256HAGL-000,238.5 GB,2754,SSD
SAMSUNG MZNTD256HAGL-00000,238.5 GB,2618,SSD
SAMSUNG MZNTD256HAGL-000L1,238.5 GB,2493,SSD
SAMSUNG MZNTD256HAGL-000L9,238.5 GB,2697,SSD
SAMSUNG MZNTD512HAGL-00000,476.9 GB,2611,SSD
SAMSUNG MZNTD512HAGL-000L1,476.9 GB,2970,SSD
SAMSUNG MZNTE128HMGR-000,119.2 GB,2434,SSD
SAMSUNG MZNTE128HMGR-00000,119.2 GB,2581,SSD
SAMSUNG MZNTE128HMGR-000H1,119.2 GB,2439,SSD
SAMSUNG MZNTE128HMGR-000L1,119.2 GB,2576,SSD
SAMSUNG MZNTE128HMGR-000L2,119.2 GB,1959,SSD
SAMSUNG MZNTE128HMGR-000SO,119.2 GB,2224,SSD
SAMSUNG MZNTE256HMHP-000,238.5 GB,2802,SSD
SAMSUNG MZNTE256HMHP-00000,238.5 GB,2985,SSD
SAMSUNG MZNTE256HMHP-000H1,238.5 GB,2820,SSD
SAMSUNG MZNTE256HMHP-000L1,238.5 GB,2734,SSD
SAMSUNG MZNTE256HMHP-000L2,238.5 GB,2718,SSD
SAMSUNG MZNTE256HMHP-000L7,238.5 GB,2920,SSD
SAMSUNG MZNTE256HMHP-000SO,238.5 GB,2369,SSD
SAMSUNG MZNTE512HMJH-000,476.9 GB,2997,SSD
SAMSUNG MZNTE512HMJH-00000,476.9 GB,3159,SSD
SAMSUNG MZNTE512HMJH-000H1,476.9 GB,3178,SSD
SAMSUNG MZNTE512HMJH-000L1,476.9 GB,3038,SSD
SAMSUNG MZNTE512HMJH-000L2,476.9 GB,2851,SSD
SAMSUNG MZNTN512HDJH-00000,476.9 GB,3948,SSD
SAMSUNG MZNTN512HDJH-00007,476.9 GB,4209,SSD
SAMSUNG MZNTN512HDJH-000L2,476.9 GB,4134,SSD
SAMSUNG MZNTY128HDHP-000,119.2 GB,4017,SSD
SAMSUNG MZNTY128HDHP-00000,119.2 GB,2873,SSD
SAMSUNG MZNTY128HDHP-00007,119.2 GB,2708,SSD
SAMSUNG MZNTY128HDHP-000H1,119.2 GB,2945,SSD
SAMSUNG MZNTY128HDHP-000L1,119.2 GB,3170,SSD
SAMSUNG MZNTY128HDHP-000L2,119.2 GB,3307,SSD
Samsung MZNTY256HDHP-000,238.5 GB,3518,SSD
SAMSUNG MZNTY256HDHP-00000,238.5 GB,3286,SSD
SAMSUNG MZNTY256HDHP-00007,238.5 GB,3210,SSD
SAMSUNG MZNTY256HDHP-000B1,238.5 GB,4071,SSD
SAMSUNG MZNTY256HDHP-000H1,238.5 GB,3173,SSD
SAMSUNG MZNTY256HDHP-000L2,238.5 GB,3048,SSD
SAMSUNG MZNTY256HDHP-000L7,238.5 GB,3320,SSD
SAMSUNG MZPJB480HMGC-0BW07,447.1 GB,21742,SSD
SAMSUNG MZPLJ3T2HBJR-00007,2.9 TB,28569,SSD
SAMSUNG MZQL21T9HCJR-00A07,1.7 TB,37516,SSD
SAMSUNG MZQL23T8HCLS-00A07,3.5 TB,39645,SSD
SAMSUNG MZQL27T6HBLA-00A07,7 TB,35528,SSD
SAMSUNG MZQL2960HCJR-00A07,894.3 GB,30364,SSD
SAMSUNG MZQLB1T9HAJR-00007,1.7 TB,21547,SSD
SAMSUNG MZQLB960HAJR-00007,894.3 GB,18212,SSD
SAMSUNG MZVKW512HMJP-00007,476.9 GB,18560,SSD
SAMSUNG MZVL21T0,953.9 GB,42021,HDD
SAMSUNG MZVL21T0HCLR-00A00,953.9 GB,37632,SSD
SAMSUNG MZVL21T0HCLR-00B07,953.9 GB,34441,SSD
SAMSUNG MZVL21T0HCLR-00BH7,953.9 GB,40018,SSD
SAMSUNG MZVL21T0HCLR-00BT7,953.9 GB,35085,SSD
SAMSUNG MZVL21T0HCLR-00BTW,953.9 GB,32891,SSD
SAMSUNG MZVL2256HCHQ-00BL7,238.5 GB,26940,HDD
SAMSUNG MZVL22T0HBLB-00B07,1.9 TB,33919,SSD
SAMSUNG MZVL22T0HBLB-00BH1,1.9 TB,39183,SSD
SAMSUNG MZVL22T0HBLB-00BH7,1.9 TB,43785,SSD
SAMSUNG MZVL22T0HBLB-00BTW,1.9 TB,40999,SSD
SAMSUNG MZVL22T0HDLB-00BT7,1.9 TB,48025,SSD
SAMSUNG MZVL2512,476.9 GB,35632,HDD
SAMSUNG MZVL2512HCJQ-00A00,476.9 GB,29704,SSD
SAMSUNG MZVL2512HCJQ-00BH7,476.9 GB,29445,SSD
SAMSUNG MZVL2512HCJQ-00BT7,476.9 GB,26184,SSD
SAMSUNG MZVL2512HDJD-00B07,476.9 GB,42666,SSD
SAMSUNG MZVL2512HDJD-00BH1,476.9 GB,36303,SSD
SAMSUNG MZVL2512HDJD-00BH7,476.9 GB,43322,SSD
SAMSUNG MZVL2512HDJD-00BL2,476.9 GB,40925,SSD
SAMSUNG MZVL2512HDJD-00BL7,476.9 GB,46188,HDD
SAMSUNG MZVL2512HDJD-00BLL,476.9 GB,36523,SSD
SAMSUNG MZVL2512HDJD-00BT7,476.9 GB,39640,SSD
SAMSUNG MZVL41T0HBLB-00B,953.9 GB,26192,SSD
SAMSUNG MZVL41T0HBLB-00B07,953.9 GB,24933,SSD
SAMSUNG MZVL41T0HBLB-00BH1,953.9 GB,25259,SSD
SAMSUNG MZVL41T0HBLB-00BL7,953.9 GB,25083,SSD
SAMSUNG MZVL41T0HBLB-00BLL,953.9 GB,24655,SSD
SAMSUNG MZVL41T0HBLB-00BTW,953.9 GB,26315,SSD
SAMSUNG MZVL4256HBJD-00B,238.5 GB,16730,SSD
SAMSUNG MZVL4256HBJD-00B07,238.5 GB,16645,SSD
SAMSUNG MZVL4256HBJD-00BH1,238.5 GB,15892,SSD
SAMSUNG MZVL4256HBJD-00BL7,238.5 GB,16293,SSD
SAMSUNG MZVL4256HBJD-00BLL,238.5 GB,16115,SSD
SAMSUNG MZVL4256HBJD-00BTW,238.5 GB,15842,SSD
SAMSUNG MZVL4512HBLU-00B,476.9 GB,22583,SSD
SAMSUNG MZVL4512HBLU-00B07,476.9 GB,23005,SSD
SAMSUNG MZVL4512HBLU-00BH1,476.9 GB,22365,SSD
SAMSUNG MZVL4512HBLU-00BL7,476.9 GB,23740,SSD
SAMSUNG MZVL4512HBLU-00BLL,476.9 GB,23250,SSD
SAMSUNG MZVL4512HBLU-00BTW,476.9 GB,22133,SSD
SAMSUNG MZVL81T0HDLB-00BLL,953.9 GB,34272,SSD
SAMSUNG MZVL81T0HELB-00B07,953.9 GB,32057,SSD
SAMSUNG MZVL81T0HELB-00BH1,953.9 GB,27377,SSD
SAMSUNG MZVL81T0HELB-00BTW,953.9 GB,26533,SSD
SAMSUNG MZVL8256HDJD-00BLL,238.5 GB,26086,SSD
SAMSUNG MZVL8256HEJD-00B07,238.5 GB,18149,SSD
SAMSUNG MZVL8512HDLU-00BLL,476.9 GB,33024,SSD
SAMSUNG MZVL8512HELU-00BH1,476.9 GB,23262,SSD
SAMSUNG MZVL8512HELU-00BTW,476.9 GB,23476,SSD
SAMSUNG MZVLB1T0HBLR-000H7,953.9 GB,25229,SSD
SAMSUNG MZVLB2T0HALB-000H1,1.9 TB,21656,SSD
SAMSUNG MZVLB2T0HALB-000L2,1.9 TB,22561,SSD
SAMSUNG MZVLB2T0HALB-000L7,1.9 TB,19611,SSD
SAMSUNG MZVLB512,476.9 GB,22137,HDD
SAMSUNG MZVLQ128HCHQ-00B,119.2 GB,10636,SSD
SAMSUNG MZVLQ128HCHQ-00B00,119.2 GB,13066,SSD
SAMSUNG MZVLQ128HCHQ-00BH1,119.2 GB,8343,SSD
SAMSUNG MZVLQ128HCHQ-00BTW,119.2 GB,10474,SSD
SAMSUNG MZVLQ1T0HBLB-00B07,953.9 GB,16437,SSD
SAMSUNG MZVLQ1T0HBLB-00BH1,953.9 GB,13790,SSD
SAMSUNG MZVLQ1T0HBLB-00BTW,953.9 GB,14508,SSD
SAMSUNG MZVLQ256HBJD-00B,238.5 GB,11324,SSD
SAMSUNG MZVLQ256HBJD-00B00,238.5 GB,12326,SSD
SAMSUNG MZVLQ256HBJD-00B07,238.5 GB,13601,SSD
SAMSUNG MZVLQ256HBJD-00BTW,238.5 GB,11880,HDD
SAMSUNG MZVLQ512HBLU-00B07,476.9 GB,14521,SSD
SAMSUNG MZVLQ512HBLU-00BH1,476.9 GB,12720,SSD
SAMSUNG MZVLQ512HBLU-00BTW,476.9 GB,13862,SSD
SAMSUNG MZVLV128HCGR-00000,119.2 GB,3586,SSD
SAMSUNG MZVLV128HCGR-000L1,119.2 GB,3805,SSD
SAMSUNG MZVMA1T0HCLD-00BTW,953.9 GB,29520,SSD
SAMSUNG MZYLF128HCHP-000,119.2 GB,2305,SSD
SAMSUNG MZYLF128HCHP-000L2,119.2 GB,2178,SSD
SAMSUNG MZYLN256HCHP-000L2,238.5 GB,3400,SSD
SAMSUNG MZYTE128HMGR-000L2,119.2 GB,2464,SSD
SAMSUNG MZYTE256HMHP-000L2,238.5 GB,2958,SSD
SAMSUNG MZYTN512HDJH-000L2,476.9 GB,4355,SSD
SAMSUNG MZYTY128HDHP-000L2,119.2 GB,2755,SSD
SAMSUNG MZYTY256HDHP-000L2,238.5 GB,3054,SSD
SAMSUNG PM-951 SSD 256GB,238.5 GB,9188,SSD
Samsung PM863 960GB,894.3 GB,4942,SSD
SAMSUNG PM871 512GB,476.9 GB,4168,SSD
Samsung PM951 128GB NVMe,119.2 GB,4002,SSD
Samsung PM951 1TB NVMe,953.9 GB,10035,SSD
Samsung PM951 256GB NVMe,238.5 GB,6681,SSD
Samsung PM951 512GB NVMe,476.9 GB,8488,SSD
Samsung PM961 128GB NVMe,119.2 GB,11076,SSD
Samsung PM961 1TB NVMe,953.9 GB,16566,SSD
Samsung PM961 256GB NVMe,238.5 GB,14085,SSD
Samsung PM961 512GB NVMe,476.9 GB,16258,SSD
SAMSUNG PM971 SSD 128GB,119.2 GB,7614,SSD
SAMSUNG PM971 SSD 256GB,238.5 GB,8283,SSD
SAMSUNG PM971 SSD 512GB,476.9 GB,10091,SSD
Samsung PM981 1TB NVMe,953.9 GB,19828,SSD
Samsung PM981 1TB NVMe SED,953.9 GB,18305,SSD
Samsung PM981 256GB NVMe,238.5 GB,14485,SSD
Samsung PM981 2TB NVMe,1.9 TB,20082,SSD
Samsung PM981 512GB NVMe,476.9 GB,17814,SSD
Samsung PM981 512GB NVMe SED,476.9 GB,18882,SSD
Samsung PM981a 512GB NVMe SED,476.9 GB,27759,SSD
Samsung PM981a NVMe 256GB,238.5 GB,17056,SSD
Samsung PM9A1 MZVL22T0HBLB,1.9 TB,45718,SSD
SAMSUNG PM9A1a OEM 1TB,953.9 GB,42908,SSD
SAMSUNG PM9A1a OEM 2TB,1.9 TB,45931,SSD
Samsung Portable SSD T1 1TB,931.5 GB,5058,SSD
Samsung Portable SSD T3,465.8 GB,2067,SSD
Samsung Portable SSD T5,931.5 GB,4012,SSD
Samsung Portable SSD T5,465.8 GB,3660,SSD
Samsung Portable SSD T5 1TB,931.5 GB,4058,SSD
Samsung Portable SSD T5 500GB,465.8 GB,4407,SSD
Samsung PSSD T7,931.5 GB,4784,SSD
Samsung PSSD T7,465.8 GB,2437,HDD
Samsung PSSD T7 Shield,931.5 GB,5444,SSD
Samsung PSSD T7 Shield,1.8 TB,5167,SSD
Samsung SM951 128GB NVMe,119.2 GB,10086,SSD
Samsung SM951 256GB NVMe,238.5 GB,13028,SSD
Samsung SM951 512GB NVMe,476.9 GB,13811,SSD
Samsung SM951 M.2 128GB AHCI,119.2 GB,9227,SSD
Samsung SM951 M.2 256GB AHCI,238.5 GB,12947,SSD
Samsung SM951 M.2 512GB AHCI,476.9 GB,13000,SSD
Samsung SM951a 512GB NVMe,476.9 GB,14593,SSD
Samsung SM961 128GB NVMe,119.2 GB,14505,SSD
Samsung SM961 1TB NVMe,953.9 GB,18784,SSD
Samsung SM961 256GB NVMe,238.5 GB,16720,SSD
Samsung SM961 512GB NVMe,476.9 GB,18221,SSD
SAMSUNG SP0401N,37.3 GB,296,HDD
SAMSUNG SP0411C,37.3 GB,307,HDD
SAMSUNG SP0411N,31.5 GB,312,HDD
SAMSUNG SP0411N,37.3 GB,278,HDD
SAMSUNG SP0612N,51.1 GB,268,HDD
SAMSUNG SP0802N,74.6 GB,324,HDD
SAMSUNG SP0812C,74.6 GB,336,HDD
SAMSUNG SP0812N,48.8 GB,331,HDD
SAMSUNG SP0812N,74.6 GB,330,HDD
SAMSUNG SP0822N,74.6 GB,308,HDD
SAMSUNG SP0822N,16.6 GB,229,HDD
SAMSUNG SP0842N,74.5 GB,337,HDD
SAMSUNG SP0842N,41 GB,320,HDD
SAMSUNG SP1203N,43.9 GB,326,HDD
SAMSUNG SP1203N,111.8 GB,311,HDD
SAMSUNG SP1213C,111.8 GB,343,HDD
SAMSUNG SP1213N,111.8 GB,319,HDD
SAMSUNG SP1213N,19.5 GB,304,HDD
SAMSUNG SP1603C,149 GB,356,HDD
SAMSUNG SP1604N,149 GB,354,HDD
SAMSUNG SP1604N,14.6 GB,336,HDD
SAMSUNG SP1613N,19.5 GB,349,HDD
SAMSUNG SP1613N,149 GB,344,HDD
SAMSUNG SP1614C,149 GB,356,HDD
SAMSUNG SP1614N,149 GB,306,HDD
SAMSUNG SP1624N,149 GB,369,HDD
SAMSUNG SP1624N,70.9 GB,206,HDD
SAMSUNG SP1644N,9.2 GB,316,HDD
SAMSUNG SP1644N,149 GB,265,HDD
SAMSUNG SP1654N,149 GB,350,HDD
SAMSUNG SP1654N,59.8 GB,335,HDD
SAMSUNG SP2004C,186.3 GB,354,HDD
SAMSUNG SP2014N,186.3 GB,339,HDD
SAMSUNG SP2014N,48.8 GB,334,HDD
SAMSUNG SP2504C,232.8 GB,445,HDD
SAMSUNG SP2514N,232.9 GB,417,HDD
SAMSUNG SP2514N,43.9 GB,364,HDD
SAMSUNG SP4002H,37.3 GB,219,HDD
SAMSUNG SP40A2H,37.3 GB,256,HDD
SAMSUNG SP40A2H,18.7 GB,192,HDD
SAMSUNG SP6003H,55.9 GB,227,HDD
SAMSUNG SP8004H,74.6 GB,229,HDD
SAMSUNG SSD 128GB MMCRE28G5MXP,119.2 GB,1108,SSD
SAMSUNG SSD 128GB MZMPA128HMFU,119.2 GB,1578,SSD
SAMSUNG SSD 2.5 7MM 256GB,238.5 GB,2114,SSD
SAMSUNG SSD 256GB MMDOE56G5MXP,238.5 GB,1054,SSD
SAMSUNG SSD 64GB MCCOE64G5MPP,59.6 GB,543,SSD
Samsung SSD 650 120GB,111.8 GB,2625,SSD
Samsung SSD 750,232.9 GB,3866,SSD
Samsung SSD 750,465.8 GB,3718,SSD
Samsung SSD 750 EVO 120G,111.8 GB,3148,SSD
Samsung SSD 750 EVO 120GB,111.8 GB,3201,SSD
Samsung SSD 750 EVO 250GB,232.9 GB,2962,SSD
Samsung SSD 750 EVO 500G,465.8 GB,4059,SSD
Samsung SSD 750 EVO 500GB,465.8 GB,3960,SSD
SAMSUNG SSD 830,476.9 GB,3588,SSD
SAMSUNG SSD 830,119.2 GB,3268,SSD
SAMSUNG SSD 830 Seri,238.5 GB,1551,SSD
SAMSUNG SSD 830 Series,476.9 GB,3625,SSD
SAMSUNG SSD 830 Series,238.5 GB,3422,SSD
SAMSUNG SSD 830 Series,119.2 GB,2991,SSD
Samsung SSD 840,931.5 GB,4292,SSD
Samsung SSD 840,698.6 GB,4027,SSD
Samsung SSD 840,465.8 GB,3737,SSD
Samsung SSD 840,119.2 GB,3652,SSD
Samsung SSD 840,238.5 GB,2615,SSD
Samsung SSD 840 EVO,465.8 GB,1857,SSD
Samsung SSD 840 EVO,111.8 GB,1694,SSD
Samsung SSD 840 EVO 120GB,111.8 GB,2745,SSD
Samsung SSD 840 EVO 120GB mSATA,111.8 GB,2720,SSD
Samsung SSD 840 EVO 1TB,931.5 GB,4454,SSD
Samsung SSD 840 EVO 1TB mSATA,931.5 GB,4800,SSD
Samsung SSD 840 EVO 250GB,232.9 GB,3052,SSD
Samsung SSD 840 EVO 250GB mSATA,232.9 GB,3036,SSD
Samsung SSD 840 EVO 500GB,465.8 GB,3952,SSD
Samsung SSD 840 EVO 500GB mSATA,465.8 GB,4028,SSD
Samsung SSD 840 EVO 750GB,698.6 GB,4297,SSD
Samsung SSD 840 PRO,119.2 GB,1160,SSD
Samsung SSD 840 PRO Seri,476.9 GB,3656,SSD
Samsung SSD 840 PRO Seri,119.2 GB,3359,SSD
Samsung SSD 840 PRO Series,476.9 GB,4024,SSD
Samsung SSD 840 PRO Series,119.2 GB,3545,SSD
Samsung SSD 840 Seri,232.9 GB,1469,SSD
Samsung SSD 840 Series,465.8 GB,3169,SSD
Samsung SSD 840 Series,232.9 GB,2569,SSD
Samsung SSD 845DC EVO 240GB,223.6 GB,2800,SSD
Samsung SSD 845DC EVO 960GB,894.3 GB,3209,SSD
Samsung SSD 850,1.9 TB,4677,SSD
Samsung SSD 850,476.9 GB,4427,SSD
Samsung SSD 850,238.5 GB,4087,SSD
Samsung SSD 850,111.8 GB,3973,SSD
Samsung SSD 850,119.2 GB,3943,SSD
Samsung SSD 850 120GB,111.8 GB,3657,SSD
Samsung SSD 850 EVO,111.8 GB,1633,SSD
Samsung SSD 850 EVO,465.8 GB,1617,SSD
Samsung SSD 850 EVO 120GB,111.8 GB,3818,SSD
Samsung SSD 850 EVO 120GB,119.2 GB,411,SSD
Samsung SSD 850 EVO 1TB,931.5 GB,4730,SSD
